question,answer,filtered_answer,correct_answer,is_correct
Which team finished in position 17 in the 2014-2015 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 18 in the 2014-2015 Fußball-Bundesliga?,-,-,Paderborn 07,-
Which team finished in position 1 in the 2015-2016 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2015-2016 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 3 in the 2015-2016 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 4 in the 2015-2016 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 5 in the 2015-2016 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 6 in the 2015-2016 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 7 in the 2015-2016 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 8 in the 2015-2016 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 9 in the 2015-2016 Fußball-Bundesliga?,-,-,Köln,-
Which team finished in position 10 in the 2015-2016 Fußball-Bundesliga?,-,-,Hamburger SV,-
Which team finished in position 11 in the 2015-2016 Fußball-Bundesliga?,-,-,Ingolstadt 04,-
Which team finished in position 12 in the 2015-2016 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 13 in the 2015-2016 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 14 in the 2015-2016 Fußball-Bundesliga?,-,-,Darmstadt 98,-
Which team finished in position 15 in the 2015-2016 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 16 in the 2015-2016 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 17 in the 2015-2016 Fußball-Bundesliga?,-,-,Stuttgart,-
Which team finished in position 18 in the 2015-2016 Fußball-Bundesliga?,-,-,Hannover 96,-
Which team finished in position 1 in the 2016-2017 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2016-2017 Fußball-Bundesliga?,-,-,RB Leipzig,-
Which team finished in position 3 in the 2016-2017 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 4 in the 2016-2017 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 5 in the 2016-2017 Fußball-Bundesliga?,-,-,Köln,-
Which team finished in position 6 in the 2016-2017 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 7 in the 2016-2017 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 8 in the 2016-2017 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 9 in the 2016-2017 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 10 in the 2016-2017 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 11 in the 2016-2017 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 12 in the 2016-2017 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 13 in the 2016-2017 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 14 in the 2016-2017 Fußball-Bundesliga?,-,-,Hamburger SV,-
Which team finished in position 15 in the 2016-2017 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 16 in the 2016-2017 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 17 in the 2016-2017 Fußball-Bundesliga?,-,-,Ingolstadt 04,-
Which team finished in position 18 in the 2016-2017 Fußball-Bundesliga?,-,-,Darmstadt 98,-
Which team finished in position 1 in the 2017-2018 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2017-2018 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 3 in the 2017-2018 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 4 in the 2017-2018 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 5 in the 2017-2018 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 6 in the 2017-2018 Fußball-Bundesliga?,-,-,RB Leipzig,-
Which team finished in position 7 in the 2017-2018 Fußball-Bundesliga?,-,-,Stuttgart,-
Which team finished in position 8 in the 2017-2018 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 9 in the 2017-2018 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 10 in the 2017-2018 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 11 in the 2017-2018 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 12 in the 2017-2018 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 13 in the 2017-2018 Fußball-Bundesliga?,-,-,Hannover 96,-
Which team finished in position 14 in the 2017-2018 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 15 in the 2017-2018 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 16 in the 2017-2018 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 17 in the 2017-2018 Fußball-Bundesliga?,-,-,Hamburger SV,-
Which team finished in position 18 in the 2017-2018 Fußball-Bundesliga?,-,-,Köln,-
Which team finished in position 1 in the 2018-2019 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2018-2019 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 3 in the 2018-2019 Fußball-Bundesliga?,-,-,RB Leipzig,-
Which team finished in position 4 in the 2018-2019 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 5 in the 2018-2019 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 6 in the 2018-2019 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 7 in the 2018-2019 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 8 in the 2018-2019 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 9 in the 2018-2019 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 10 in the 2018-2019 Fußball-Bundesliga?,-,-,Düsseldorf,-
Which team finished in position 11 in the 2018-2019 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 12 in the 2018-2019 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 13 in the 2018-2019 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 14 in the 2018-2019 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 15 in the 2018-2019 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 16 in the 2018-2019 Fußball-Bundesliga?,-,-,Stuttgart,-
Which team finished in position 17 in the 2018-2019 Fußball-Bundesliga?,-,-,Hannover 96,-
Which team finished in position 18 in the 2018-2019 Fußball-Bundesliga?,-,-,Nürnberg,-
Which team finished in position 1 in the 2019-2020 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2019-2020 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 3 in the 2019-2020 Fußball-Bundesliga?,-,-,RB Leipzig,-
Which team finished in position 4 in the 2019-2020 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 5 in the 2019-2020 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 6 in the 2019-2020 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 7 in the 2019-2020 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 8 in the 2019-2020 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 9 in the 2019-2020 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 10 in the 2019-2020 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 11 in the 2019-2020 Fußball-Bundesliga?,-,-,Union Berlin,-
Which team finished in position 12 in the 2019-2020 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 13 in the 2019-2020 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 14 in the 2019-2020 Fußball-Bundesliga?,-,-,Köln,-
Which team finished in position 15 in the 2019-2020 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 16 in the 2019-2020 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 17 in the 2019-2020 Fußball-Bundesliga?,-,-,Düsseldorf,-
Which team finished in position 18 in the 2019-2020 Fußball-Bundesliga?,-,-,Paderborn 07,-
Which team finished in position 1 in the 2020-2021 Fußball-Bundesliga?,-,-,Bayern Munich,-
Which team finished in position 2 in the 2020-2021 Fußball-Bundesliga?,-,-,RB Leipzig,-
Which team finished in position 3 in the 2020-2021 Fußball-Bundesliga?,-,-,Dortmund,-
Which team finished in position 4 in the 2020-2021 Fußball-Bundesliga?,-,-,Wolfsburg,-
Which team finished in position 5 in the 2020-2021 Fußball-Bundesliga?,-,-,Eint Frankfurt,-
Which team finished in position 6 in the 2020-2021 Fußball-Bundesliga?,-,-,Leverkusen,-
Which team finished in position 7 in the 2020-2021 Fußball-Bundesliga?,-,-,Union Berlin,-
Which team finished in position 8 in the 2020-2021 Fußball-Bundesliga?,-,-,M'Gladbach,-
Which team finished in position 9 in the 2020-2021 Fußball-Bundesliga?,-,-,Stuttgart,-
Which team finished in position 10 in the 2020-2021 Fußball-Bundesliga?,-,-,Freiburg,-
Which team finished in position 11 in the 2020-2021 Fußball-Bundesliga?,-,-,Hoffenheim,-
Which team finished in position 12 in the 2020-2021 Fußball-Bundesliga?,-,-,Mainz 05,-
Which team finished in position 13 in the 2020-2021 Fußball-Bundesliga?,-,-,Augsburg,-
Which team finished in position 14 in the 2020-2021 Fußball-Bundesliga?,-,-,Hertha BSC,-
Which team finished in position 15 in the 2020-2021 Fußball-Bundesliga?,-,-,Arminia,-
Which team finished in position 16 in the 2020-2021 Fußball-Bundesliga?,-,-,Köln,-
Which team finished in position 17 in the 2020-2021 Fußball-Bundesliga?,-,-,Werder Bremen,-
Which team finished in position 18 in the 2020-2021 Fußball-Bundesliga?,-,-,Schalke 04,-
Which team finished in position 1 in the 2010-2011 Serie A?,-,-,Milan,-
Which team finished in position 2 in the 2010-2011 Serie A?,-,-,Inter,-
Which team finished in position 3 in the 2010-2011 Serie A?,-,-,Napoli,-
Which team finished in position 4 in the 2010-2011 Serie A?,-,-,Udinese,-
Which team finished in position 5 in the 2010-2011 Serie A?,-,-,Lazio,-
Which team finished in position 6 in the 2010-2011 Serie A?,-,-,Roma,-
Which team finished in position 7 in the 2010-2011 Serie A?,-,-,Juventus,-
Which team finished in position 8 in the 2010-2011 Serie A?,-,-,Palermo,-
Which team finished in position 9 in the 2010-2011 Serie A?,-,-,Fiorentina,-
Which team finished in position 10 in the 2010-2011 Serie A?,-,-,Genoa,-
Which team finished in position 11 in the 2010-2011 Serie A?,-,-,Chievo,-
Which team finished in position 12 in the 2010-2011 Serie A?,-,-,Parma,-
Which team finished in position 13 in the 2010-2011 Serie A?,-,-,Catania,-
Which team finished in position 14 in the 2010-2011 Serie A?,-,-,Cagliari,-
Which team finished in position 15 in the 2010-2011 Serie A?,-,-,Cesena,-
Which team finished in position 16 in the 2010-2011 Serie A?,-,-,Bologna,-
Which team finished in position 17 in the 2010-2011 Serie A?,-,-,Lecce,-
Which team finished in position 18 in the 2010-2011 Serie A?,-,-,Sampdoria,-
Which team finished in position 19 in the 2010-2011 Serie A?,-,-,Brescia,-
Which team finished in position 20 in the 2010-2011 Serie A?,-,-,Bari,-
Which team finished in position 1 in the 2011-2012 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2011-2012 Serie A?,-,-,Milan,-
Which team finished in position 3 in the 2011-2012 Serie A?,-,-,Udinese,-
Which team finished in position 4 in the 2011-2012 Serie A?,-,-,Lazio,-
Which team finished in position 5 in the 2011-2012 Serie A?,-,-,Napoli,-
Which team finished in position 6 in the 2011-2012 Serie A?,-,-,Inter,-
Which team finished in position 7 in the 2011-2012 Serie A?,-,-,Roma,-
Which team finished in position 8 in the 2011-2012 Serie A?,-,-,Parma,-
Which team finished in position 9 in the 2011-2012 Serie A?,-,-,Bologna,-
Which team finished in position 10 in the 2011-2012 Serie A?,-,-,Chievo,-
Which team finished in position 11 in the 2011-2012 Serie A?,-,-,Catania,-
Which team finished in position 12 in the 2011-2012 Serie A?,-,-,Atalanta,-
Which team finished in position 13 in the 2011-2012 Serie A?,-,-,Fiorentina,-
Which team finished in position 14 in the 2011-2012 Serie A?,-,-,Siena,-
Which team finished in position 15 in the 2011-2012 Serie A?,-,-,Cagliari,-
Which team finished in position 16 in the 2011-2012 Serie A?,-,-,Palermo,-
Which team finished in position 17 in the 2011-2012 Serie A?,-,-,Genoa,-
Which team finished in position 18 in the 2011-2012 Serie A?,-,-,Lecce,-
Which team finished in position 19 in the 2011-2012 Serie A?,-,-,Novara,-
Which team finished in position 20 in the 2011-2012 Serie A?,-,-,Cesena,-
Which team finished in position 1 in the 2012-2013 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2012-2013 Serie A?,-,-,Napoli,-
Which team finished in position 3 in the 2012-2013 Serie A?,-,-,Milan,-
Which team finished in position 4 in the 2012-2013 Serie A?,-,-,Fiorentina,-
Which team finished in position 5 in the 2012-2013 Serie A?,-,-,Udinese,-
Which team finished in position 6 in the 2012-2013 Serie A?,-,-,Roma,-
Which team finished in position 7 in the 2012-2013 Serie A?,-,-,Lazio,-
Which team finished in position 8 in the 2012-2013 Serie A?,-,-,Catania,-
Which team finished in position 9 in the 2012-2013 Serie A?,-,-,Inter,-
Which team finished in position 10 in the 2012-2013 Serie A?,-,-,Parma,-
Which team finished in position 11 in the 2012-2013 Serie A?,-,-,Cagliari,-
Which team finished in position 12 in the 2012-2013 Serie A?,-,-,Chievo,-
Which team finished in position 13 in the 2012-2013 Serie A?,-,-,Bologna,-
Which team finished in position 14 in the 2012-2013 Serie A?,-,-,Sampdoria,-
Which team finished in position 15 in the 2012-2013 Serie A?,-,-,Atalanta,-
Which team finished in position 16 in the 2012-2013 Serie A?,-,-,Torino,-
Which team finished in position 17 in the 2012-2013 Serie A?,-,-,Genoa,-
Which team finished in position 18 in the 2012-2013 Serie A?,-,-,Palermo,-
Which team finished in position 19 in the 2012-2013 Serie A?,-,-,Siena,-
Which team finished in position 20 in the 2012-2013 Serie A?,-,-,Pescara,-
Which team finished in position 1 in the 2013-2014 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2013-2014 Serie A?,-,-,Roma,-
Which team finished in position 3 in the 2013-2014 Serie A?,-,-,Napoli,-
Which team finished in position 4 in the 2013-2014 Serie A?,-,-,Fiorentina,-
Which team finished in position 5 in the 2013-2014 Serie A?,-,-,Inter,-
Which team finished in position 6 in the 2013-2014 Serie A?,-,-,Parma,-
Which team finished in position 7 in the 2013-2014 Serie A?,-,-,Torino,-
Which team finished in position 8 in the 2013-2014 Serie A?,-,-,Milan,-
Which team finished in position 9 in the 2013-2014 Serie A?,-,-,Lazio,-
Which team finished in position 10 in the 2013-2014 Serie A?,-,-,Hellas Verona,-
Which team finished in position 11 in the 2013-2014 Serie A?,-,-,Atalanta,-
Which team finished in position 12 in the 2013-2014 Serie A?,-,-,Sampdoria,-
Which team finished in position 13 in the 2013-2014 Serie A?,-,-,Udinese,-
Which team finished in position 14 in the 2013-2014 Serie A?,-,-,Genoa,-
Which team finished in position 15 in the 2013-2014 Serie A?,-,-,Cagliari,-
Which team finished in position 16 in the 2013-2014 Serie A?,-,-,Chievo,-
Which team finished in position 17 in the 2013-2014 Serie A?,-,-,Sassuolo,-
Which team finished in position 18 in the 2013-2014 Serie A?,-,-,Catania,-
Which team finished in position 19 in the 2013-2014 Serie A?,-,-,Bologna,-
Which team finished in position 20 in the 2013-2014 Serie A?,-,-,Livorno,-
Which team finished in position 1 in the 2014-2015 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2014-2015 Serie A?,-,-,Roma,-
Which team finished in position 3 in the 2014-2015 Serie A?,-,-,Lazio,-
Which team finished in position 4 in the 2014-2015 Serie A?,-,-,Fiorentina,-
Which team finished in position 5 in the 2014-2015 Serie A?,-,-,Napoli,-
Which team finished in position 6 in the 2014-2015 Serie A?,-,-,Genoa,-
Which team finished in position 7 in the 2014-2015 Serie A?,-,-,Sampdoria,-
Which team finished in position 8 in the 2014-2015 Serie A?,-,-,Inter,-
Which team finished in position 9 in the 2014-2015 Serie A?,-,-,Torino,-
Which team finished in position 10 in the 2014-2015 Serie A?,-,-,Milan,-
Which team finished in position 11 in the 2014-2015 Serie A?,-,-,Palermo,-
Which team finished in position 12 in the 2014-2015 Serie A?,-,-,Sassuolo,-
Which team finished in position 13 in the 2014-2015 Serie A?,-,-,Hellas Verona,-
Which team finished in position 14 in the 2014-2015 Serie A?,-,-,Chievo,-
Which team finished in position 15 in the 2014-2015 Serie A?,-,-,Empoli,-
Which team finished in position 16 in the 2014-2015 Serie A?,-,-,Udinese,-
Which team finished in position 17 in the 2014-2015 Serie A?,-,-,Atalanta,-
Which team finished in position 18 in the 2014-2015 Serie A?,-,-,Cagliari,-
Which team finished in position 19 in the 2014-2015 Serie A?,-,-,Cesena,-
Which team finished in position 20 in the 2014-2015 Serie A?,-,-,Parma,-
Which team finished in position 1 in the 2015-2016 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2015-2016 Serie A?,-,-,Napoli,-
Which team finished in position 3 in the 2015-2016 Serie A?,-,-,Roma,-
Which team finished in position 4 in the 2015-2016 Serie A?,-,-,Inter,-
Which team finished in position 5 in the 2015-2016 Serie A?,-,-,Fiorentina,-
Which team finished in position 6 in the 2015-2016 Serie A?,-,-,Sassuolo,-
Which team finished in position 7 in the 2015-2016 Serie A?,-,-,Milan,-
Which team finished in position 8 in the 2015-2016 Serie A?,-,-,Lazio,-
Which team finished in position 9 in the 2015-2016 Serie A?,-,-,Chievo,-
Which team finished in position 10 in the 2015-2016 Serie A?,-,-,Empoli,-
Which team finished in position 11 in the 2015-2016 Serie A?,-,-,Genoa,-
Which team finished in position 12 in the 2015-2016 Serie A?,-,-,Torino,-
Which team finished in position 13 in the 2015-2016 Serie A?,-,-,Atalanta,-
Which team finished in position 14 in the 2015-2016 Serie A?,-,-,Bologna,-
Which team finished in position 15 in the 2015-2016 Serie A?,-,-,Sampdoria,-
Which team finished in position 16 in the 2015-2016 Serie A?,-,-,Palermo,-
Which team finished in position 17 in the 2015-2016 Serie A?,-,-,Udinese,-
Which team finished in position 18 in the 2015-2016 Serie A?,-,-,Carpi,-
Which team finished in position 19 in the 2015-2016 Serie A?,-,-,Frosinone,-
Which team finished in position 20 in the 2015-2016 Serie A?,-,-,Hellas Verona,-
Which team finished in position 1 in the 2016-2017 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2016-2017 Serie A?,-,-,Roma,-
Which team finished in position 3 in the 2016-2017 Serie A?,-,-,Napoli,-
Which team finished in position 4 in the 2016-2017 Serie A?,-,-,Atalanta,-
Which team finished in position 5 in the 2016-2017 Serie A?,-,-,Lazio,-
Which team finished in position 6 in the 2016-2017 Serie A?,-,-,Milan,-
Which team finished in position 7 in the 2016-2017 Serie A?,-,-,Inter,-
Which team finished in position 8 in the 2016-2017 Serie A?,-,-,Fiorentina,-
Which team finished in position 9 in the 2016-2017 Serie A?,-,-,Torino,-
Which team finished in position 10 in the 2016-2017 Serie A?,-,-,Sampdoria,-
Which team finished in position 11 in the 2016-2017 Serie A?,-,-,Cagliari,-
Which team finished in position 12 in the 2016-2017 Serie A?,-,-,Sassuolo,-
Which team finished in position 13 in the 2016-2017 Serie A?,-,-,Udinese,-
Which team finished in position 14 in the 2016-2017 Serie A?,-,-,Chievo,-
Which team finished in position 15 in the 2016-2017 Serie A?,-,-,Bologna,-
Which team finished in position 16 in the 2016-2017 Serie A?,-,-,Genoa,-
Which team finished in position 17 in the 2016-2017 Serie A?,-,-,Crotone,-
Which team finished in position 18 in the 2016-2017 Serie A?,-,-,Empoli,-
Which team finished in position 19 in the 2016-2017 Serie A?,-,-,Palermo,-
Which team finished in position 20 in the 2016-2017 Serie A?,-,-,Pescara,-
Which team finished in position 1 in the 2017-2018 Serie A?,-,-,Juventus,-
Which team finished in position 2 in the 2017-2018 Serie A?,-,-,Napoli,-
Which team finished in position 3 in the 2017-2018 Serie A?,-,-,Roma,-
Which team finished in position 4 in the 2017-2018 Serie A?,-,-,Inter,-
Which team finished in position 5 in the 2017-2018 Serie A?,-,-,Lazio,-
Which team finished in position 6 in the 2017-2018 Serie A?,-,-,Milan,-
Which team finished in position 7 in the 2017-2018 Serie A?,-,-,Atalanta,-
Which team finished in position 8 in the 2017-2018 Serie A?,-,-,Fiorentina,-
Which team finished in position 9 in the 2017-2018 Serie A?,-,-,Torino,-
Which team finished in position 10 in the 2017-2018 Serie A?,-,-,Sampdoria,-
Which team finished in position 11 in the 2017-2018 Serie A?,-,-,Sassuolo,-
Which team finished in position 12 in the 2017-2018 Serie A?,-,-,Genoa,-
Which team finished in position 13 in the 2017-2018 Serie A?,-,-,Chievo,-
Which team finished in position 14 in the 2017-2018 Serie A?,-,-,Udinese,-
Which team finished in position 15 in the 2017-2018 Serie A?,-,-,Bologna,-
Which team finished in position 16 in the 2017-2018 Serie A?,-,-,Cagliari,-
Which team finished in position 17 in the 2017-2018 Serie A?,-,-,SPAL,-
