model_id_train,dataset_id_train,prompt_id_train,subset_id_train,input_type_train,model_id_test,dataset_id_test,prompt_id_test,subset_id_test,input_type_test,layer,n_samples,fold,classifier_cut,optimal_train_set_cut,test_roc_auc,train_accuracy_score,test_accuracy_score,train_f1_score,test_f1_score,train_precision_score,test_precision_score,train_recall_score,test_recall_score
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.8635965601726152,0.665478515625,0.7828442437923251,0.7005289155046553,0.7894967177242889,0.7583041544430775,0.7538654408692018,0.6509341998375304,0.8286632981166743
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.8634289685920737,0.6669921875,0.7731376975169301,0.700903429523726,0.7923982648213179,0.7577999051683262,0.71996996996997,0.6519539854776862,0.8810289389067524
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.8632850274048932,0.66689453125,0.7532731376975169,0.6985817169619583,0.7833498513379584,0.7516877436531331,0.6889818688981869,0.6524843182568505,0.9076711070280202
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.8640601894355732,0.666552734375,0.7036117381489841,0.7028156142564951,0.757614916005169,0.7542147293700089,0.6333333333333333,0.6579751476879201,0.9425815342214056
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.8640389856346288,0.669384765625,0.7243792325056433,0.7037409757164734,0.7682672233820459,0.7524326347305389,0.6545924967658473,0.6609681926522561,0.9297197978870004
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.8636544628598095,0.6689453125,0.7796839729119639,0.7007679406832024,0.7892008639308855,0.7501653595388831,0.7448022829188748,0.6574741200828157,0.8392282958199357
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.863556599163143,0.6685546875,0.7889390519187359,0.7012323943661972,0.7883178628028074,0.7549279757391963,0.7772321428571428,0.6546679815910585,0.7997243913642628
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.8636750550126499,0.6674072265625,0.7891647855530474,0.6978240134862365,0.7862700228832952,0.7495473172591252,0.7834017327861377,0.6527783541519692,0.7891593936610014
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.8638923939723302,0.6678955078125,0.7762979683972911,0.6985217526207309,0.7941848390446521,0.7460941198750118,0.7247915087187263,0.6566523605150214,0.8782728525493799
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.8641848637074724,0.666552734375,0.7011286681715576,0.7013077898788436,0.7561694290976059,0.7483082092686797,0.6311097448509069,0.6598625457837771,0.9430408819476344
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.8756325437389012,0.665478515625,0.7571113782051282,0.7005289155046553,0.8282456264607975,0.7583041544430775,0.7228334775621214,0.6509341998375304,0.9696517412935324
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.8765048052604958,0.6669921875,0.749198717948718,0.700903429523726,0.8241573033707865,0.7577999051683262,0.7147381242387333,0.6519539854776862,0.9731343283582089
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.8772469216889753,0.66689453125,0.7428886217948718,0.6985817169619583,0.8212520019497249,0.7516877436531331,0.7078381946945145,0.6524843182568505,0.9779436152570481
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.8784529552540787,0.666552734375,0.7294671474358975,0.7028156142564951,0.814453527512537,0.7542147293700089,0.695203471326375,0.6579751476879201,0.9830845771144279
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.8773655118439165,0.669384765625,0.7564102564102564,0.7037409757164734,0.827835197508141,0.7524326347305389,0.7222084980237155,0.6609681926522561,0.9696517412935324
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.8755165329984707,0.6689453125,0.7793469551282052,0.7007679406832024,0.8385962341563484,0.7501653595388831,0.7511484446777792,0.6574741200828157,0.9490878938640133
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.8749805390514968,0.6685546875,0.7764423076923077,0.7012323943661972,0.8371753720455208,0.7549279757391963,0.7473300338629851,0.6546679815910585,0.951575456053068
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.8755115419362468,0.6674072265625,0.7688301282051282,0.6978240134862365,0.8335256780150029,0.7495473172591252,0.7375542507020679,0.6527783541519692,0.9582089552238806
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.8773118474395851,0.6678955078125,0.7573116987179487,0.6985217526207309,0.8285330125256528,0.7460941198750118,0.7226268361930626,0.6566523605150214,0.9708126036484246
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.8789655247619599,0.666552734375,0.7250600961538461,0.7013077898788436,0.8125384142593731,0.7483082092686797,0.690700104493208,0.6598625457837771,0.9865671641791045
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.547868391852809,0.665478515625,0.556073703366697,0.7005289155046553,0.0,0.7583041544430775,0.0,0.6509341998375304,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.5519330049465545,0.6669921875,0.556073703366697,0.700903429523726,0.0,0.7577999051683262,0.0,0.6519539854776862,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.5495008664553969,0.66689453125,0.556073703366697,0.6985817169619583,0.0,0.7516877436531331,0.0,0.6524843182568505,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.5497373749506531,0.666552734375,0.556073703366697,0.7028156142564951,0.0,0.7542147293700089,0.0,0.6579751476879201,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.5524302859373558,0.669384765625,0.5561874431301183,0.7037409757164734,0.0005122950819672131,0.7524326347305389,1.0,0.6609681926522561,0.00025621316935690495
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.552242934315255,0.6689453125,0.556073703366697,0.7007679406832024,0.0,0.7501653595388831,0.0,0.6574741200828157,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.545506398857087,0.6685546875,0.556073703366697,0.7012323943661972,0.0,0.7549279757391963,0.0,0.6546679815910585,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.5454448479535465,0.6674072265625,0.556073703366697,0.6978240134862365,0.0,0.7495473172591252,0.0,0.6527783541519692,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.5505294661652665,0.6678955078125,0.556073703366697,0.6985217526207309,0.0,0.7460941198750118,0.0,0.6566523605150214,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.5567711313108477,0.666552734375,0.556073703366697,0.7013077898788436,0.0,0.7483082092686797,0.0,0.6598625457837771,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.840803669568896,0.665478515625,0.5682142857142857,0.7005289155046553,0.6436781609195402,0.7583041544430775,0.9972602739726028,0.6509341998375304,0.4751958224543081
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.8468170399342578,0.6669921875,0.6505357142857143,0.700903429523726,0.7306262904335857,0.7577999051683262,0.9943799175721244,0.6519539854776862,0.5774586597040905
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.8466493035690137,0.66689453125,0.7216071428571429,0.6985817169619583,0.7968729641693811,0.7516877436531331,0.993179603767457,0.6524843182568505,0.665361183637946
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.8415697523223035,0.666552734375,0.7741071428571429,0.7028156142564951,0.8414985590778098,0.7542147293700089,0.9920236336779912,0.6579751476879201,0.7306353350739774
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.8450965502654308,0.669384765625,0.7596428571428572,0.7037409757164734,0.8295771081286402,0.7524326347305389,0.9921259842519685,0.6609681926522561,0.7127937336814621
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.8449491849833043,0.6689453125,0.6548214285714286,0.7007679406832024,0.7349513231866173,0.7501653595388831,0.9936967000370782,0.6574741200828157,0.5831157528285466
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.840434606222629,0.6685546875,0.5751785714285714,0.7012323943661972,0.6516327427148924,0.7549279757391963,0.9964173757277206,0.6546679815910585,0.4841166231505657
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.8420571413215718,0.6674072265625,0.5675,0.6978240134862365,0.6429834905660378,0.7495473172591252,0.996800731261426,0.6527783541519692,0.4745430809399478
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.844196105048908,0.6678955078125,0.6705357142857142,0.6985217526207309,0.7501015847216579,0.7460941198750118,0.9935414424111948,0.6566523605150214,0.6024804177545692
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.8464549114247969,0.666552734375,0.7757142857142857,0.7013077898788436,0.842764146219329,0.7483082092686797,0.9923349056603774,0.6598625457837771,0.7323759791122716
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.6302182857802999,0.665478515625,0.6757268575247856,0.7005289155046553,0.06488917442981047,0.7583041544430775,0.6917808219178082,0.6509341998375304,0.03404111897539602
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.6301046116263929,0.6669921875,0.6757268575247856,0.700903429523726,0.06488917442981047,0.7577999051683262,0.6917808219178082,0.6519539854776862,0.03404111897539602
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.6294941528191134,0.66689453125,0.6768408154171772,0.6985817169619583,0.07227374480332587,0.7516877436531331,0.70625,0.6524843182568505,0.03808560835861139
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.6337573261506073,0.666552734375,0.6741673164754373,0.7028156142564951,0.04380516508662962,0.7542147293700089,0.7282608695652174,0.6579751476879201,0.022581732389619143
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.633770168469919,0.669384765625,0.6732761501615239,0.7037409757164734,0.043690903162699704,0.7524326347305389,0.67,0.6609681926522561,0.022581732389619143
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.6307566537514433,0.6689453125,0.6769522112064164,0.7007679406832024,0.07348242811501597,0.7501653595388831,0.7055214723926381,0.6574741200828157,0.03875968992248062
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.6294010880641017,0.6685546875,0.6792915227804389,0.7012323943661972,0.08748019017432647,0.7549279757391963,0.7340425531914894,0.6546679815910585,0.046511627906976744
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.6290536164027261,0.6674072265625,0.6763952322602206,0.6978240134862365,0.06920858699134892,0.7495473172591252,0.7012987012987013,0.6527783541519692,0.03640040444893832
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.6311156218122027,0.6678955078125,0.6742787122646764,0.6985217526207309,0.0494148244473342,0.7460941198750118,0.6972477064220184,0.6566523605150214,0.02561509942703067
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.6343271550000645,0.666552734375,0.6742787122646764,0.7013077898788436,0.03625576796308504,0.7483082092686797,0.8208955223880597,0.6598625457837771,0.018537243006403775
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.8251430404345059,0.665478515625,0.6870881132536002,0.7005289155046553,0.7444178628389154,0.7583041544430775,0.6367124222013812,0.6509341998375304,0.8959808038392322
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.8241776604321505,0.6669921875,0.654625335611423,0.700903429523726,0.730732635585157,0.7577999051683262,0.6054394954670871,0.6519539854776862,0.9214157168566287
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.8241938399852626,0.66689453125,0.633268245057359,0.6985817169619583,0.722299232972923,0.7516877436531331,0.5873600360712407,0.6524843182568505,0.9377324535092981
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.8256976743233249,0.666552734375,0.6005613863802782,0.7028156142564951,0.708885528773459,0.7542147293700089,0.5632110804890114,0.6579751476879201,0.9562087582483503
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.8258091806449339,0.669384765625,0.6119111545032951,0.7037409757164734,0.713410237923576,0.7524326347305389,0.5712636212744461,0.6609681926522561,0.9497300539892022
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.8258437521486142,0.6689453125,0.6737856968513547,0.7007679406832024,0.738556338028169,0.7501653595388831,0.6233798398414926,0.6574741200828157,0.9059388122375525
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.8246337420706594,0.6685546875,0.6963631925799365,0.7012323943661972,0.747795235681703,0.7549279757391963,0.6473892057920141,0.6546679815910585,0.8850629874025195
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.825860497837102,0.6674072265625,0.7053941908713693,0.6978240134862365,0.7522323719593554,0.7495473172591252,0.6572504708097928,0.6527783541519692,0.8793041391721655
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.8256119644070687,0.6678955078125,0.6574932877715401,0.6985217526207309,0.7319100157615704,0.7460941198750118,0.6079987303602603,0.6566523605150214,0.919256148770246
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.8240400746375002,0.666552734375,0.600073224310471,0.7013077898788436,0.708581591818586,0.7483082092686797,0.5629106322854115,0.6598625457837771,0.9559688062387522
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,0,0.0,-2.9623029232025146,0.7384576381149516,0.665478515625,0.6699859939193114,0.7005289155046553,0.7050364105460819,0.7583041544430775,0.7597723085022374,0.6509341998375304,0.6576571444846344
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,1,0.0,-3.300870418548584,0.7386969699199631,0.6669921875,0.6696102210227856,0.700903429523726,0.7042671273716881,0.7577999051683262,0.7602323739107473,0.6519539854776862,0.6559767594201248
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,2,0.0,-3.874276876449585,0.7373011595029442,0.66689453125,0.6690636422642026,0.6985817169619583,0.7051572748162465,0.7516877436531331,0.7571073786027057,0.6524843182568505,0.6598786705021218
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,3,0.0,-1.3437227010726929,0.7314176922532318,0.666552734375,0.665818330885116,0.7028156142564951,0.7038522667070309,0.7542147293700089,0.7511145570847063,0.6579751476879201,0.6621856398279742
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,4,0.0,-0.11603260040283203,0.7348368987750555,0.669384765625,0.6697468657124312,0.7037409757164734,0.7079525715580395,0.7524326347305389,0.7536823824532064,0.6609681926522561,0.6674546438438096
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,5,0.0,-4.004934310913086,0.73978215887938,0.6689453125,0.6724626789191405,0.7007679406832024,0.709507362297764,0.7501653595388831,0.7578395521180544,0.6574741200828157,0.6669704650964086
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,6,0.0,-1.5772051811218262,0.7404885892773831,0.6685546875,0.6730263382639292,0.7012323943661972,0.7093600546572535,0.7549279757391963,0.7596085062105742,0.6546679815910585,0.6653470422374754
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,7,0.0,-3.7269465923309326,0.739317269744245,0.6674072265625,0.6724797595053462,0.6978240134862365,0.7097643301496965,0.7495473172591252,0.7573975965887065,0.6527783541519692,0.6677679359744809
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,8,0.0,-0.7221290469169617,0.735535081988782,0.6678955078125,0.6692344481262597,0.6985217526207309,0.7067375403207488,0.7460941198750118,0.7546083694457021,0.6566523605150214,0.6645780524621914
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,40960,9,0.0,-1.8328025341033936,0.729784460519513,0.666552734375,0.6643323198852185,0.7013077898788436,0.7029984282432595,0.7483082092686797,0.7488810896094278,0.6598625457837771,0.6624134886502805
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.8638677241654623,0.6672847136382365,0.7659142212189616,0.7003154574132492,0.7905473641688547,0.7515832238021269,0.7054794520547946,0.6555953166799847,0.8989435002296738
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.8770950717664416,0.6672847136382365,0.753104967948718,0.7003154574132492,0.8262248854423687,0.7515832238021269,0.7185775597792765,0.6555953166799847,0.9718076285240465
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.5508723851412712,0.6672847136382365,0.556073703366697,0.7003154574132492,0.0,0.7515832238021269,0.0,0.6555953166799847,0.0
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,math_operations_6k,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.8436172628892611,0.6672847136382365,0.68875,0.7003154574132492,0.7671342685370741,0.7515832238021269,0.9937694704049844,0.6555953166799847,0.6246736292428199
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,medals_9k,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.6314142477961964,0.6672847136382365,0.6750584827893505,0.7003154574132492,0.053843658773921506,0.7515832238021269,0.7155172413793104,0.6555953166799847,0.02797438490057297
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,notable_people,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.8252607742452502,0.6672847136382365,0.6434586282645839,0.7003154574132492,0.7267455455268204,0.7515832238021269,0.5954935622317596,0.6555953166799847,0.9322135572885423
deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,deepseek_qwen_32b,trivia_qa_2_60k,base,main,prompt_only,44,48540,0,0.0,-1.1642704010009766,0.7361497256981769,0.6672847136382365,0.6691661257814369,0.7003154574132492,0.7063389784253378,0.7515832238021269,0.7551708487324126,0.6555953166799847,0.6634388083506594
